Company Name,First Name,Last Name,Full Name,Job Title,Location,Company Domain,LinkedIn Profile
Coherent Corp.,Jim,Anderson,Jim Anderson,CEO,"Los Gatos, California, United States",coherent.com,https://www.linkedin.com/in/jim-anderson-a7215b12/
Sphere,Sven,Brunner,Sven Brunner,Founder & CEO,San Francisco Bay Area,sphere.tech,https://www.linkedin.com/in/sven-brunner-7ba3bb106/
Toll Solutions,Joe,Wilson,Joe Wilson,President & CEO ,"Duncan, South Carolina, United States",tollsolutions.com,https://www.linkedin.com/in/joe-wilson-a3a1017/
Eurotech Elite,Jeff,Walz,Jeff Walz,Owner,"Brooksville, Florida, United States",eurotechelite.com,https://www.linkedin.com/in/jeff-walz-0043984/
Kato Cable,Eric,Else,Eric Else,"CEO, Owner","Mankato, Minnesota, United States",katocable.com,https://www.linkedin.com/in/eric-else-957a1413/
Integrail,Anton,Antich,Anton Antich,CEO and founder,"Greenwich, Connecticut, United States",integrail.ai,https://www.linkedin.com/in/aantich/
"Botanx, LLC",James,McGee,James McGee,Chief Executive Officer,"Anaheim, California, United States",botanx.com,https://www.linkedin.com/in/james-mcgee-ab38a21/
D210SPORTS,Vernon,Hadnot,Vernon Hadnot,President and Owner,"Wylie, Texas, United States",d210.tv,https://www.linkedin.com/in/vernonhadnot/
V-PIXL,Mark,Pedersen,Mark Pedersen,"Founder, CEO at V-PIXL","San Francisco, California, United States",v-pixl.com,https://www.linkedin.com/in/markpedersen1/
Greyhive,Jeremy,Harrell,Jeremy Harrell,Founder & CEO,"Nashville, Tennessee, United States",greyhive.com,https://www.linkedin.com/in/jeremy-harrell-81a2272b/
General MRO Aerospace,Lester,Kamberger,Lester Kamberger,Chief Executive Officer,"Miami, Florida, United States",generalmroaerospace.com,https://www.linkedin.com/in/lester-kamberger-a35407271/
Viasat,Ayesha,Pirbhai,Ayesha Pirbhai,Product Owner - Inflight Connectivity,Greater Seattle Area,viasat.com,https://www.linkedin.com/in/ayeshapirbhai/
CYTK.com,Jorge,Olmos,Jorge Olmos,Co-Founder & VP of Software Development,"Norwalk, California, United States",cytk.com,https://www.linkedin.com/in/jorgeolmos/
Five Squared Solutions,Jason,McKelliget,Jason McKelliget,Founder,"San Diego, California, United States",5squaredsolutions.com,https://www.linkedin.com/in/jason-mckelliget-0449203/
"EMSolutions, Inc",John,Huo,John Huo,President and Founder,"San Jose, California, United States",emsolutionstech.com,https://www.linkedin.com/in/emsolutions1/
Medical Murray,Andy,Leopold,Andy Leopold,Chief Executive Officer,"Lake Zurich, Illinois, United States",medicalmurray.com,https://www.linkedin.com/in/andy-leopold-44b9bb/
Picarro,Alex,Balkanski,Alex Balkanski,CEO,"Redwood City, California, United States",picarro.com,https://www.linkedin.com/in/alex-balkanski-6a37b93/
AFL,Jaxon,Lang,Jaxon Lang,President & CEO,Greater Minneapolis-St. Paul Area,aflglobal.com,https://www.linkedin.com/in/jaxon-lang-a4695a8b/
Atena Ltd.,Ofir,Katzir,Ofir Katzir,Chief Executive Officer,United States,atena.co.il,https://www.linkedin.com/in/ofir-katzir-173196206/
BeON Connect,Alex,Vasilcenco,Alex Vasilcenco,Co-Founder,Greater Seattle Area,,https://www.linkedin.com/in/alex-vasilcenco-55746815b/
TDI - a Blackstone Portfolio Company,Justin,Sauber,Justin Sauber,Chief Executive Officer,"Houston, Texas, United States",chpexpress.com,https://www.linkedin.com/in/jtsauber/
MWTS,Kelly,Hwang,Kelly Hwang,Chief Executive Officer,"Washington, District of Columbia, United States",mwts.tech,https://www.linkedin.com/in/kellyhwang2012/
"Industrial Technology Research Institute (ITRI)(工業技術研究院, 工研院)",Jim,Etro,Jim Etro,CEO,United States,itri.org.tw,https://www.linkedin.com/in/jim-etro/
"Bright Automation, Inc.",Carlos,Kenda,Carlos Kenda,CEO & PRESIDENT,"Houston, Texas, United States",brightautomation.com,https://www.linkedin.com/in/carlos-kenda-99aa6519/
LightningCath,Matthew,Osten,Matthew Osten,Co-Founder,"Minneapolis, Minnesota, United States",lightningcath.com,https://www.linkedin.com/in/matthew-osten-1188414b/
Officemate,John,Ringlein,John Ringlein,Chief Executive Officer,"Bolingbrook, Illinois, United States",officemate.com,https://www.linkedin.com/in/john-ringlein-6352139/
Texas Instruments,Michael,Ray,Michael Ray,CMP Process Owner,"Herriman, Utah, United States",ti.com,https://www.linkedin.com/in/michael-ray-7318412b/
ST Solutions,Will,Powell,Will Powell,CEO,"Salem, Virginia, United States",thestsolution.com,https://www.linkedin.com/in/will-powell-7bba5ab/
CREWpoint Contractors,Jason,D. Hawn,Jason D. Hawn,President and Co-Owner,"Victoria, Texas, United States",crewpointcontractors.com,https://www.linkedin.com/in/jason-d-hawn-40558a12/
DataMend Partners LLC,Brianna,Rakoski-Calvin,Brianna Rakoski-Calvin,Founder,United States,datamendpartners.com,https://www.linkedin.com/in/brianna-rakoski-calvin-a222aa88/
Advanced Wiring LLC,Phillip,Ramsey,Phillip Ramsey,Co-Owner,"Fort Lauderdale, Florida, United States",advancedwiring.net,https://www.linkedin.com/in/phillip-ramsey-48750316/
ANCORE,Isaac,Lewis,Isaac Lewis,Co-Founder,Greater Boston,ancoretraining.com,https://www.linkedin.com/in/isaac-lewis-14069912a/
"Dove Electronic Components, Inc.",Matt,Waite,Matt Waite,CEO,"East Setauket, New York, United States",doveonline.com,https://www.linkedin.com/in/waitematt/
TEKFAB,Aaron,Roth,Aaron Roth,Owner,"Benton County, Oregon, United States",tekfab.com,https://www.linkedin.com/in/aaron-roth-31909313/
frēijē Engineered Solutions Company,Michael,Webster,Michael Webster,CEO at frēijē Engineered Solutions Co.,"Fishers, Indiana, United States",fes-co.com,https://www.linkedin.com/in/webstermichael/
NuLine Automation,Greg,Herivel,Greg Herivel,President/Owner,"Denver, Colorado, United States",nuline.com,https://www.linkedin.com/in/greg-herivel-b0176844/
MilliporeSigma,Christine,Bemko,Christine Bemko,"Life Science SFDC Business Owner ; Head of CRM, Digital Tools & Services SLS Americas",Greater Boston,sigmaaldrich.com,https://www.linkedin.com/in/christinebemko/
Rad Packaging,Jon,Lerdsuwanrut,Jon Lerdsuwanrut,Co-Founder,"Los Angeles, California, United States",radpackaging.com,https://www.linkedin.com/in/jon-lerdsuwanrut-7a11a620/
Sol Power,Conor,MacManus,Conor MacManus,"Project Manager, Member Owner","Wakefield, Rhode Island, United States",solpowersolar.com,https://www.linkedin.com/in/conormacsolar/
NORTHWOODS CNC LLC,Brian,Hitt,Brian Hitt,Founder | President,Greater Minneapolis-St. Paul Area,northwoodscnc.com,https://www.linkedin.com/in/brianhitt/
DOTY BELT LLC,Doty Belt,LLC ,Doty Belt LLC,CEO/Founder,"Sacramento, California, United States",dotybelt.com,https://www.linkedin.com/in/doty-belt-llc-bb581869/
Door-Mart Garage Doors,Michael,Hathazi,Michael Hathazi,Owner,"Cream Ridge, New Jersey, United States",doormartgaragedoors.com,https://www.linkedin.com/in/michael-hathazi-a8310b18/
Sloan Lubrication Systems,Brian,Sloan,Brian Sloan,CEO,"Freeport, Pennsylvania, United States",sloanlubrication.com,https://www.linkedin.com/in/brian-sloan-38a17411/
Alium Batteries,Mike,Buroojy,Mike Buroojy,Co-Founder,"Philadelphia, Pennsylvania, United States",aliumbatteries.com,https://www.linkedin.com/in/mike-buroojy-a410324/
Romet Electronic Larynx,Tom,Dodson,Tom Dodson,Chief Executive Officer,"San Antonio, Texas, United States",romet.us,https://www.linkedin.com/in/tom-dodson-b0a22121/
"Triax Industries, LLC",Dave,Collins,Dave Collins,Finish Metal Process Owner,Greater Phoenix Area,triaxindusties.com,https://www.linkedin.com/in/dave-collins-4596b38/
PHX Holdings,Brandyn,Chapman,Brandyn Chapman,Chief Executive Officer,"Atlanta, Georgia, United States",phxholdings.com,https://www.linkedin.com/in/brandyn-chapman-556a865/
Blue Line Corporation,Jon,Blumenthal,Jon Blumenthal,President and CEO,"San Antonio, Texas, United States",bluelinecorp.com,https://www.linkedin.com/in/jon-blumenthal-46b62811/
MilliporeSigma,Lisa,Holderer,Lisa Holderer,Digital Product Owner,Greater St. Louis,sigmaaldrich.com,https://www.linkedin.com/in/lisa-holderer-6208546/
Myers Emergency & Power Systems,John,Daly,John Daly,CEO,"Bethlehem, Pennsylvania, United States",myerseps.com,https://www.linkedin.com/in/john-daly-899b185/
"Leading Edge Metals & Alloys, INC",JoBeth,Cox Zimmerman,JoBeth Cox Zimmerman,Chief Executive Officer and Owner,"Torrance, California, United States",leadingedgemetals.com,https://www.linkedin.com/in/jobeth-cox-zimmerman-5909394/
Rextac LLC,Nick,Fowler,Nick Fowler,Owner,"Midland County, Texas, United States",rextac.com,https://www.linkedin.com/in/nick-fowler-b767ab16/
DCI Field Services,Devin,Corbett,Devin Corbett,Co-Owner/President,"Chicora, Pennsylvania, United States",dcifieldservices.com,https://www.linkedin.com/in/devin-corbett-81ba2662/
Genius Lab Technology,Natan,Junginger,Natan Junginger,CEO,Atlanta Metropolitan Area,geniuslab.tech,https://www.linkedin.com/in/natan-junginger-ba1b98141/
Dart Dorm Rentals,Jon,Jafarnia,Jon Jafarnia,Co-Owner,"Houston, Texas, United States",dartdorm.com,https://www.linkedin.com/in/jon-jafarnia/
"TOOLS PLUS, INC.",Eric,Savelle,Eric Savelle,Founder and President,"Prospect, Connecticut, United States",tools-plus.com,https://www.linkedin.com/in/eric-savelle-79a05026/
MilliporeSigma,Alexis,Kohler,Alexis Kohler,Digital Product Owner,"St Louis, Missouri, United States",sigmaaldrich.com,https://www.linkedin.com/in/alexis-kohler-6a74b6a0/
Texas Instruments,Kaz M.,Burns,Kaz M. Burns,Technology and Manufacturing Group (TMG) Workforce Development - Facilities Program Owner,"Brooklyn, New York, United States",ti.com,https://www.linkedin.com/in/kaz-m-burns/
Yancey Wire & Cable,Richard,Yancey,Richard Yancey,OWNER,"Newnan, Georgia, United States",yanceywire.com,https://www.linkedin.com/in/richard-yancey-94b2b664/
"Fiber SenSys, Inc.",Jim,Mauk,Jim Mauk,Chief Executive Officer/President,"Portland, Oregon Metropolitan Area",fibersensys.com,https://www.linkedin.com/in/jim-mauk-99099313/
Coactive Solutions,Josh,Asay,Joshua Asay,Owner,"Lehi, Utah, United States",coactivesolutions.ai,https://www.linkedin.com/in/joshua-asay-82b02612/
"InfoReach, Inc.",Vitaly,Shatsky,Vitaly Shatsky,Cofounder & CTO,"Burlingame, California, United States",inforeachinc.com,https://www.linkedin.com/in/vitaly-shatsky-2313233/
Avance AI,Brendan,Smoots,Brendan Smoots,Co-Founder,"Pontiac, Michigan, United States",avance.ai,https://www.linkedin.com/in/brendan-smoots-2a6280232/
The Lotion Company,Jeff,Gillentine,Jeff Gillentine,Chief Executive Officer,"Muncie, Indiana, United States",linktr.ee,https://www.linkedin.com/in/jeff-gillentine-95ba9871/
"FutraMed, Inc. A Hope for the Future",Douglas,Harding,Douglas Harding,Founder,"Sandy, Utah, United States",futramed.com,https://www.linkedin.com/in/douglas-harding-1a20b89/
GS Enterprises,Susan,Conrad,Susan Conrad,Owner - GS Enterprises LLC,"Danbury, Connecticut, United States",gsenterprisesllc.com,https://www.linkedin.com/in/susan-conrad/
Aeva,Chelsea,Rose,Chelsea Rose,Sr Executive Assistant to Chief Technology Officer,"San Francisco, California, United States",aeva.com,https://www.linkedin.com/in/chelsmrose/
"High Temperature Superconductors, Inc.",Ray,Karam,Ray Karam,"Chief Executive Officer and Founder of High Temperature Superconductors, Inc","Santa Barbara, California, United States",hitsuperconductors.com,https://www.linkedin.com/in/ray-karam-96558b/
Flying X Electric,Brian,Pryor,Brian Pryor,Owner,Dallas-Fort Worth Metroplex,flyingxelectric.com,https://www.linkedin.com/in/brian-pryor-2646b217/
CoFactor Medical,Matt,Linhardt,Matthew Linhardt,CEO,"St Louis, Missouri, United States",cofactormedical.com,https://www.linkedin.com/in/mattlinhardt/
ANCORE,Nathaniel,Herring,Nathaniel Herring,"President, Co-Founder","Swampscott, Massachusetts, United States",ancoretraining.com,https://www.linkedin.com/in/nathaniel-herring/
Conscious Power Solutions,Paul,Murphy,Paul Murphy,Owner,"Hamden, Connecticut, United States",conscious-power.com,https://www.linkedin.com/in/paul-murphy-78b1a11/
Foresite,Terry,Munson,Terry Munson,Senior Consultant / CEO,"Kokomo, Indiana, United States",foresiteinc.com,https://www.linkedin.com/in/terry-munson-67853a11/
ThunderWorks Company - Maker of ThunderShirts,Philip,Blizzard,Phil Blizzard,CEO & Founder,"Durham, North Carolina, United States",thunderworks.com,https://www.linkedin.com/in/phil-blizzard-881131/
"Custom Precision Solutions, Inc.",Dominic,Mastroianni,Dominic Mastroianni,President/Owner,Raleigh-Durham-Chapel Hill Area,custom-precision.com,https://www.linkedin.com/in/dominic-mastroianni/
Innovative Methods Consulting LLC,Gail,Augustus,Gail Augustus,CEO,"New York, New York, United States",in-methods.com,https://www.linkedin.com/in/gaugustus/
Bosma Enterprises,Lou,Moneymaker,Lou Moneymaker,President and CEO,"Brownsburg, Indiana, United States",bosma.org,https://www.linkedin.com/in/lou-moneymaker-8531b016/
Eazypower Corporation,Nancy,Kolkey,Nancy Kolkey,Chief Executive Officer/Partner,Greater Chicago Area,eazypower.com,https://www.linkedin.com/in/nancykolkey/
Electronic Merchant Systems,Dan,Neistadt,Dan Neistadt,President/CEO,"Independence, Ohio, United States",emscorporate.com,https://www.linkedin.com/in/dan-neistadt-209148a/
INVIX,Victor,Mendes,Victor Mendes,Co-Founder and Chairman,"Miami, Florida, United States",invix.com,https://www.linkedin.com/in/victor-mendes-346549/
Advanced Molding Technologies,Brett,Nelson,Brett Nelson,President/Owner,"Circle Pines, Minnesota, United States",advancedmt.com,https://www.linkedin.com/in/brett-nelson-aba17120/
DS2,Donn,Salvosa,Donn Salvosa,Principal Owner,"Washington, District of Columbia, United States",ds2.es,https://www.linkedin.com/in/donn-salvosa-075a51155/
SMK Global,Avni,Patel,Avni Patel,Founder & Chief Executive Officer,New York City Metropolitan Area,smk-global.com,https://www.linkedin.com/in/avni-patel-67b88960/
Innova MedTec,Gregg,S. Sutton,Gregg Sutton,President/CEO,"Minneapolis, Minnesota, United States",innovamedtec.com,https://www.linkedin.com/in/gregg-sutton-a8280b24/
"Regulatory eSubmissions, LLC",Daniel,Orfe,Daniel Orfe,President & CEO,"Kulpsville, Pennsylvania, United States",regulatoryesubmissions.com,https://www.linkedin.com/in/daniel-orfe-529b484/
MechAction,Bo,Zhou,Bo Zhou,Founder|CEO,"Acton, Massachusetts, United States",mechaction.com,https://www.linkedin.com/in/bo-zhou-2620571b/
Green Packaging Inc.,Wayne,Siefert,Wayne Siefert,"Chief Executive Officer, Owner","Hatfield, Pennsylvania, United States",green-vci.com,https://www.linkedin.com/in/wayne-siefert-82a492181/
Westgate Mfg,Avraham,Hadjyan,Avraham Hadjyan,Co-CEO/CFO,"Los Angeles, California, United States",westgatemfg.com,https://www.linkedin.com/in/avraham-hadjyan-72baa689/
Wire-Bond,Ian,Walsh,Ian Walsh,Chief Executive Officer,"Fort Mill, South Carolina, United States",wirebond.com,https://www.linkedin.com/in/ian-walsh-1751b67/
"GigXero, Inc.",Kris,Pacunas,Kris Pacunas,CEO & Founder,United States,gigxero.com,https://www.linkedin.com/in/krispacunas/
NovaLink Inc.,Jason,Wolfe,Jason Wolfe,President/CEO,Brownsville Metropolitan Area,novalinkmx.com,https://www.linkedin.com/in/jason-wolfe-3636b639/
Ace Hardware of Toco Hills,Mark,Luther,Mark Luther,Business Owner,"Atlanta, Georgia, United States",acehardwareatlanta.com,https://www.linkedin.com/in/mark-luther-958036104/
Ridge809 Land Solutions,Heather,Jones Mora,Heather Mora,"Entrepreneur, Co-Founder, CFO","Bath Springs, Tennessee, United States",ridge809.com,https://www.linkedin.com/in/heatherjonesmora/
Duet Display,Rahul,Dewan,Rahul Dewan,Founder & CEO,United States,duetdisplay.com,https://www.linkedin.com/in/dewanrahul/
Imbucanna,Leo,Mendez,Leo Mendez,Chief Executive Officer,"New York, New York, United States",imbucanna.com,https://www.linkedin.com/in/leo-mendez-727350143/
TotaGO Technologies,Wole,Babalola,Wole Babalola,Founder & CEO,Dallas-Fort Worth Metroplex,totagotech.com,https://www.linkedin.com/in/wole-babalola-48497512/
"Steven Engineering, Inc.",Bryan,Wolfgram,Bryan Wolfgram,Chief Executive Officer,"South San Francisco, California, United States",stevenengineering.com,https://www.linkedin.com/in/bryan-wolfgram-b7b9b31/
H&CS Custom Designed Solutions,Kevin,"Marrick, PMP","Kevin Marrick, PMP",President / Owner,"Green Bay, Wisconsin Metropolitan Area",hcscom.com,https://www.linkedin.com/in/kevin-marrick-pmp-7881b4a/
Coherent Corp.,Yvonne,Nishimura,Yvonne Nishimura,Executive Assistant to Chief People Officer & Chief Commercial Officer,"San Jose, California, United States",coherent.com,https://www.linkedin.com/in/yvonne-nishimura-93a99b37/
EV-Savvy LLC,Aubrey R.,Dustin,Aubrey R. Dustin,Founder,Greater Seattle Area,ev-savvy.com,https://www.linkedin.com/in/aubrey-r-dustin/
FlexIP,Chandler,Scheitlin,Chandler Scheitlin,Co-Founder,"Franklin, Tennessee, United States",flexip.io,https://www.linkedin.com/in/chandlerscheitlin/
"JPM Communications, Inc.",Judith,Vazquez,Judith Vazquez,Owner/President,"Columbus, Ohio, United States",,https://www.linkedin.com/in/judith-vazquez-9156ba/
Connect2Convert LinkedIn Solutions,Donna,Miranda,Donna Miranda,Founder,United States,,https://www.linkedin.com/in/donamiranda/
Green Planet 21 Utility Services,Al,Purdy,Al Purdy,Chief Executive Officer,"Orinda, California, United States",greenplanet21utilityservices.com,https://www.linkedin.com/in/al-purdy-202a57/
Source International,Roy,Bourg,Roy Bourg,Owner,"Houma, Louisiana, United States",sourceint.com,https://www.linkedin.com/in/roy-bourg-871b4a58/
KMG,Kathy,McGraw,Kathy McGraw,Owner/Creative Director,"Encinitas, California, United States",kmgchemicals.com,https://www.linkedin.com/in/kathymcgraw/
McQueen Analytics,Carl,M.,Carl M.,Founder,"Grand Rapids, Michigan, United States",mcqueenanalytics.com,https://www.linkedin.com/in/carlmcqueen/
"Rychart Excavation, Inc.",Daniel,Rychart,Daniel Rychart,President/Owner,"Hillsboro, Oregon, United States",rychartexcavation.com,https://www.linkedin.com/in/daniel-rychart-33757147/
Charles L Legg Associates Inc,Lawrence,Legg,Lawrence Legg,Owner,"Roanoke, Virginia, United States",leggassociates.com,https://www.linkedin.com/in/lawrence-legg-27237814/
Optical Cable Corporation,Neil,D. Wilkin,Neil Wilkin,"Chairman, President & CEO","Roanoke, Virginia, United States",occfiber.com,https://www.linkedin.com/in/neildwilkin/
Co-Packaging Solutions,Nikhil,Patel,Nikhil Patel,CEO/ founder at Co-Packaging Solutions ,"Sacramento, California, United States",copackagingsolutions.com,https://www.linkedin.com/in/nikhilypatel/
High Precision Underground,Dalton,Hanrahan,Dalton Hanrahan,Chief Executive Officer,"Hillsdale, Illinois, United States",highprecisionunderground.com,https://www.linkedin.com/in/dalton-hanrahan-b99722280/
Beyond Organic,Elizabeth,Cadegan,Elizabeth Cadegan,Executive Assistant to CMO and CEO,"Franklin, Tennessee, United States",,https://www.linkedin.com/in/elizabeth-cadegan-740ba67/
Avidity Corporation,Hugh,Davidson,Hugh Davidson,President / CEO,"St James, Missouri, United States",aviditycorporation.com,https://www.linkedin.com/in/hughdavidson/
Coherent Corp.,Maria T,O.,Maria T O.,Executive Assistant to Chief Procurement Officer,"Atlanta, Georgia, United States",coherent.com,https://www.linkedin.com/in/mtortega-seeterlin/
FORTPRO USA,Marlon,Romero,Marlon Romero,CEO,"Miami, Florida, United States",fortpro.com,https://www.linkedin.com/in/marlon-romero-6a645129/
Kauffman Engineering,Otto,Frenzel,Otto Frenzel,Chairman / Owner,"Carmel, Indiana, United States",kewire.com,https://www.linkedin.com/in/otto-frenzel-74124610/
eCircuits,Richard,Limbach,Richard Limbach,President / CEO,"Blue Springs, Missouri, United States",ecircuitsusa.com,https://www.linkedin.com/in/richard-limbach-79900129/
Anodyne Surgical,Stacey,Berisford,Stacey Berisford,President & CEO,"St Louis, Missouri, United States",anodynesurgical.com,https://www.linkedin.com/in/stacey-berisford-0481b311/
Tekmar Energy,Yeung,Kim,Yeung Kim,Owner,"Villa Park, California, United States",tekmar.co.uk,https://www.linkedin.com/in/yeung-kim-116a612/
"Diken Machine, Inc",Kenneth,Borzillo,Kenneth Borzillo,Co Owner,"Pottstown, Pennsylvania, United States",,https://www.linkedin.com/in/kenneth-borzillo-640950a5/
Rackfinity,Steve,Kirchoff,Steve Kirchoff,CEO,"Minneapolis, Minnesota, United States",rackfinity.com,https://www.linkedin.com/in/steve-kirchoff-7b64328/
